0x6Da7a3b69253190E99f272A159b8653972D977dF,100,AD,,
0x70d9ba46649Ac77Cb55c86cf998B370b0Cf881cF,100,AD,,
0x0C1B127b5636600B0E7b3cdb51Bd4F119d3F24E7,100,AD,,
0x727FdB0dbf9861d150a67994B1020eBE7DAB56e3,100,AD,,
0x0585fedc640e361391700A05D64860Eab9e5B1B9,100,AD,,
0xc294a9aD2CD1E74dfBFE468e7fdc01DC268d6671,100,AD,,
0x6694d16d6f117B7a533E71d9d964C6b93eb2A3aa,100,AD,,
0x56C979598ACb855776077756602a89595F719Cc2,100,AD,,
0x36Fba74B43965675AFcaD600Bb5959B4abD9bF7a,100,AD,,
0x063f071E5b4D006509Ed57D822b8471f9bB75eDc,100,AD,,
0x1B2033c7c53203747Eb778a3ae65F92681699426,100,AD,,
0xEAac8c73C5f3e4d50671e4D352d4c80EFD2bc9e9,100,AD,,
0xbf8302C1C5aD6E8b9277A42bE44f5a470971FD34,100,AD,,
0x87be6ec5b2101201592dd23e4721eb194e856702,100,AD,,
0x01051f3b7a07eCd5873435d687Cf8E10080fbA6B,100,AD,,
0x14DE7B51f196A320E586D22b259c3205AAABb667,100,AD,,
0xAba09Ccbb3f8FB309cEe4A9101F01507e7B0f540,100,AD,,
0x0ACe13aBD416d4DaB55c892F23b9AE6E4D270831,100,AD,,
0xd3d135eC06c5b9fF8293E4DBA187bC64B188e9A1,100,AD,,
0x1cb2f7E6E9fdE62449E0b4137Dd827ecAA1abc80,100,AD,,
0x77d51D3b1C4EE43EeE4b7ED68fdC57563b8900D4,100,AD,,
0x1e2Fd2291E382C9537e199D3A8AC4912271AF71E,100,AD,,
0x9972A16f9bd9c1d3b12468EfA19695946B493337,100,AD,,
0x220b03369a345Ff9f08760E5546F12778b409571,100,AD,,
0xB6527aE7d6F408B92749a264832db600F3dBCB54,100,AD,,
0x22BdDc8b9fF1dD5039434309ad6a5BA28e2F453B,100,AD,,
0xc92831Be4C3425835dAC340a4B9F91A7Df34eD49,100,AD,,
0x22D80e808d00101526e29Cf52c1D7901e2254206,100,AD,,
0xe2BEF7e040Ca23ba4B7485aCe1549079648D5A98,100,AD,,
0x24d693697BF2963eA192d09F0e45F0Cb2Bd94bCa,100,AD,,
0x061D6f8B7f27EdF34F0360c8a7678FCCdcF0b02B,100,AD,,
0x26b52E4303EACE1E398Fe59f90bD5bA9e21CCe40,100,AD,,
0x7E9A33Df66D96a441f5783ce4Bbd002FE14d6a42,100,AD,,
0x2708B2F34C07c6D30F0e439E3EeF6C63ADf89C56,100,AD,,
0x8C163cC6838264830CFc83b5E2377f75E2cA4E6E,100,AD,,
0x2A84acE0a60a97B60B9F58b6244b913e0584d900,100,AD,,
0xA972cd87B3ab0e5875E9873cE516350c1b32b3f3,100,AD,,
0x2Ad12A2CbDA3a460A932447049a2aD941cFEAD5b,100,AD,,
